id,ppoint_dh,lon_bd,lat_bd,ppoint_type,insert_time,onlyId
868bc5a1315c4311b3d4b44dd9fe106e,KSTC053YS097,16636.283999999985,78001.32300000079,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16636.284|410078001.323KSTC053YS097
6f41bcbea49f468ab99c342aeddb93a0,KSTC056WS164,16001.995099999942,80857.27449999936,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16001.9951|410080857.2745KSTC056WS164
4f367f0af8d744ce8ba15aee11eebb01,KSTC056YS048,16001.418999999762,80857.98139999993,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_16001.419|410080857.9814KSTC056YS048
aaa4e251ccf74d2bb9b8405e39b53bf9,KSTC056WS170,15990.491000000387,80879.49310000055,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_15990.491|410080879.4931KSTC056WS170
9df8bbf19e1e4708a222565101e9c1a8,KSTC056YS074,15990.88870000001,80878.56880000047,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_15990.8887|410080878.5688KSTC056YS074
216a746fb48d4d40bf686c534eefa194,KSTC064WS033,19580.62550000008,79026.16750000045,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_19580.6255|410079026.1675KSTC064WS033
8eb43ba62c664b028d14853eb61b48dc,KSTC064YS011,19583.756900000382,79026.8339000009,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_19583.7569|410079026.8339KSTC064YS011
c593d8fe89ee40be9bfd314dc26b1375,KSTC064WS040,19539.60610000044,79039.53429999948,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_19539.6061|410079039.5343KSTC064WS040
fb6d8ee90cc048ada947a74adf108c4c,KSTC064YS079,19539.06149999984,79040.43820000067,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_19539.0615|410079040.4382KSTC064YS079
dfc6d79037a146d8af84ce69f20fa4fa,KSTC065WS012,20447.107499999925,77521.41190000065,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_20447.1075|410077521.4119KSTC065WS012
5c17fcd71868487eb4ffd1660f6f0b4a,KSTC065YS002,20448.207999999635,77521.42500000075,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_20448.208|410077521.425KSTC065YS002
8b623c6db65949278fac0df6f1fe0211,KSTC065WS013,20447.6091,77469.71959999949,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_20447.6091|410077469.7196KSTC065WS013
